Name;Size;Type;Alignment;CR;XP;Arctic;Coastal;Desert;Forest;Grassland;Hill;Mountain;Swamp;Underdark;Underwater;Urban;Other Plane;source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eagle;Small;Beast;Unaligned;2    ;450    ;;x;;;;;;;;;;;Monster Manual 322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eala;Small;Monstrosity;Unaligned;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Earth Elemental;Large;Elemental;Neutral;2    ;450    ;;;;;;;;;;;;;Monster Manual 124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Earth Elemental Myrmidon;Medium;Elemental;Neutral;2    ;450    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Earth Elemental Myrmidon;Medium;Elemental;Neutral;2    ;450    ;;;;;;;;;;;;;Mordenkainen's Tome of Foes 202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eater of Dust;Medium;Aberration;Neutral Evil;2    ;450    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eater of Hope;Large;Fiend;Lawful Evil;2    ;450    ;;;;;;;;;;;;x;Mythic Odysseys of Theros 220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eblis;Medium;Monstrosity;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Fifth Edition Foes 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eblis;Large;Monstrosity;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Tomb of Annihilation 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Echo;Medium;Fiend;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Creature Codex 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ecstatic Bloom;Huge;Celestial;Neutral Good;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ectoplasm;Large;Ooze;Unaligned;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;;Fifth Edition Foes 90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edimmu;Medium;Undead;Chaotic Evil;2    ;450    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edjet;Medium;Humanoid;Lawful Neutral;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edjet Initiate;Medium;Humanoid;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 2 131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edwin Odesseiron;Medium;Humanoid;Lawful Evil;2    ;450    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eel Hound;Medium;Fey;Neutral;2    ;450    ;;x;;;;;;;;;;;Tome of Beasts 166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Efreeti;Large;Elemental;Lawful Neutral;2    ;450    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Egg Hunter Adult;Small;Monstrosity;Unaligned;2    ;450    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Egg Hunter Hatchling;Tiny;Monstrosity;Unaligned;2    ;450    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Egret Harpy;Medium;Monstrosity;Neutral;2    ;450    ;;;;;;;;;;;;;Tome of Beasts 2 195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eidolon;Medium;Undead;Any;2    ;450    ;;x;x;x;x;x;x;x;x;x;x;;Mordenkainen Presents: Monsters of the Multiverse 114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Einherjar;Medium;Humanoid;Chaotic Neutral;2    ;450    ;x;;;;;;;;;;;;Tome of Beasts 167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Brain;Large;Aberration;Lawful Evil;2    ;450    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Brain;Large;Aberration;Lawful Neutral;2    ;450    ;;;;;;;;;;;;;Volo's Guide to Monsters 174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Brain Dragon;Gargantuan;Aberration;Lawful Evil;2    ;450    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Ghost Boar;Huge;Monstrosity;Unaligned;2    ;450    ;;;;;;;;;;;;;Creature Codex 169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Oblex;Huge;Ooze;Lawful Evil;2    ;450    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Oblex;Huge;Ooze;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Mordenkainen's Tome of Foes 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Shadow Drake;Large;Dragon;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Tome of Beasts 153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Tempest;Gargantuan;Elemental;Neutral;2    ;450    ;x;x;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elder Thing;Medium;Aberration;Lawful Neutral;2    ;450    ;x;x;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eldrazi Scion;Large;Aberration;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eldritch Ooze;Large;Ooze;Unaligned;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 2 278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eleinomae;Medium;Fey;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Tome of Beasts 168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elemental Locus;Gargantuan;Elemental;Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elementalist;Medium;Humanoid;Lawful Neutral;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elephant;Huge;Beast;Unaligned;2    ;450    ;;;;;;;;;;;;;Monster Manual 322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elfmarked Human;Medium;Humanoid;Any;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elise;Medium;Construct;Neutral;2    ;450    ;;;;;;;;;;;;x;Van Richten's Guide to Ravenloft 143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elite Kobold;Small;Humanoid;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Creature Codex 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elizar Dryflagon;Medium;Humanoid;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Princes of the Apocalypse 202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elk;Large;Beast;Unaligned;2    ;450    ;;;;;;;;;;;;;Monster Manual 322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elkhorn;Medium;Humanoid;Lawful Good;2    ;450    ;;;;;;;;;;;;;The Wild Beyond The Witchlight 224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elophar;Large;Undead;Chaotic Evil;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elusa Hound;Medium;Monstrosity;Unaligned;2    ;450    ;;;;;;;;;;;;;Fifth Edition Foes 93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvish Veteran Archer;Medium;Humanoid;Chaotic Neutral;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ember Roc;Gargantuan;Monstrosity;Not Provided;2    ;450    ;;;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emerald Dragon Wyrmling;Medium;Dragon;Lawful Neutral;2    ;450    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emerald Eye;Tiny;Construct;Chaotic Evil;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emerald Order Cult Leader;Medium;Humanoid;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emperor Ghoul;Medium;Undead;Neutral Evil;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emperor's Hyena;Medium;Undead;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Tome of Beasts 2 135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Empty Cloak;Medium;Construct;Unaligned;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Empusa;Medium;Monstrosity;Chaotic Evil;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 2 136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Empyrean;Huge;Celestial;Chaotic Good;2    ;450    ;;;;;;;;;;;;x;Monster Manual 130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emrakul, The Aeons Torn;Gargantuan;Aberration;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Encephalon Gorger;Medium;Aberration;Chaotic Evil;2    ;450    ;;;x;x;x;x;x;x;x;x;;;Fifth Edition Foes 94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enchanter;Medium;Humanoid;Any;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enchanter;Medium;Humanoid;Any;2    ;450    ;;;;;;;;;;;x;;Volo's Guide to Monsters 213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enchanter Wizard;Medium;Humanoid;Any;2    ;450    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enchantress Shadow Fey Elves;Medium;Humanoid;Lawful Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endelyn Moongrave;Medium;Fey;Neutral Evil;2    ;450    ;;;;;;;;;;;;;The Wild Beyond The Witchlight 217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enhanced Medusa;Medium;Monstrosity;Lawful Evil;2    ;450    ;;;;;;;;;;;;;Infernal Machine Rebuild 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Envoker;Medium;Humanoid;Any;2    ;450    ;;;;;;;;;;;;;Tales from the Yawning Portal 235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eo Ashmajiir;Medium;Humanoid;Chaotic Neutral;2    ;450    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eonic Drifter;Medium;Humanoid;Chaotic Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eonic Savant;Medium;Humanoid;Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 2 137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eremite;Large;Aberration;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eremite Symbiont;Large;Aberration;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erina Defender;Small;Humanoid;Neutral;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erina Scrounger;Small;Humanoid;Neutral;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erinyes;Medium;Fiend;Lawful Neutral;2    ;450    ;;;;;;;;;;;;x;Monster Manual 73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Etali, Primal Storm;Gargantuan;Monstrosity;Unaligned;2    ;450    ;;x;;;;;;;;;;;Planeshift: Ixalan 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eternal Flame Guardian;Medium;Humanoid;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Princes of the Apocalypse 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eternal Flame Priest;Medium;Humanoid;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Princes of the Apocalypse 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ettercap;Medium;Monstrosity;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Monster Manual 131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ettin;Large;Giant;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Monster Manual 132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evil Doll;Tiny;Construct;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evil Mage;Medium;Humanoid;Lawful Neutral;2    ;450    ;;;;;;;;;;;;;Lost Mines of Phandelver 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evoker;Medium;Humanoid;Any;2    ;450    ;;;;;;;;;;;x;;Volo's Guide to Monsters 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evoker Wizard;Medium;Humanoid;Any;2    ;450    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Execrable Shrub;Medium;Fiend;Neutral Evil;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Executioner Smough;Large;Humanoid;Neutral Evil;2    ;450    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Expeditious Messenger;Tiny;Construct;Neutral;2    ;450    ;;;;;;;;;;;x;;Eberron: Rising from the Last War 293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exploding Toad;Tiny;Monstrosity;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Creature Codex 150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eye Golem;Large;Construct;Unaligned;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eye of Fear and Flame;Medium;Undead;Chaotic Evil;2    ;450    ;;;;;;;;;;;x;;Mordenkainen's Fiendish Folio vol. 1 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eye of the Gods;Small;Celestial;Any;2    ;450    ;;;;;;;;;;;;x;Creature Codex 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eye of the Watcher;Large;Construct;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eyedrake;Large;Aberration;Lawful Evil;2    ;450    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ezmerelda d'Avenir;Medium;Humanoid;Chaotic Good;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Curse of Strahd 231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabricator;Large;Construct;Neutral;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faceless Wanderer;Medium;Aberration;Neutral Evil;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 2 139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faerl;Medium;Humanoid;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Candlekeep Mysteries 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faldorn the Heirophant;Medium;Humanoid;Neutral Evil;2    ;450    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fallen Angel;Medium;Celestial;Lawful Neutral;2    ;450    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Falsifier Fog;Huge;Undead;Chaotic Evil;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 2 140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Famine;Medium;Fiend;Neutral Evil;2    ;450    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fane Spirit;Medium;Undead;Any Lawful;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fang of the Great Wolf;Large;Monstrosity;Neutral Evil;2    ;450    ;x;;;;;;;;;;;;Creature Codex 384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fanged Sea Serpent;Large;Dragon;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Fifth Edition Foes 201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Far Darrig;Small;Fey;Neutral;2    ;450    ;x;;;;;;;;;;;;Tome of Beasts 179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Far Dorocha;Medium;Fey;Lawful Evil;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 2 142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Far Wanderer;Medium;Aberration;Neutral;2    ;450    ;;;;;;;;;;;;x;Creature Codex 151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fastieth;Medium;Beast;Unaligned;2    ;450    ;;;;;;;;;;;;;Eberron: Rising from the Last War 289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fate Eater;Medium;Aberration;Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Father Dagon;Huge;Monstrosity;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Father Dagon;Huge;Aberration;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fathomer;Medium;Humanoid;Neutral Evil;2    ;450    ;;x;;;;;;;;;;;Ghosts of Saltmarsh 236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Favored One of Nyarlathotep;Medium;Undead;Chaotic Evil;2    ;450    ;;;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fear;Large;Fiend;Neutral Evil;2    ;450    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fear Guard;Medium;Undead;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Fifth Edition Foes 98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fear Liath;Large;Undead;Neutral Evil;2    ;450    ;;;;;;;;;;;;;Creature Codex 152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fear Smith (Fiars¡dhe);Medium;Fey;Chaotic Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feathergale Knight;Medium;Humanoid;Lawful Neutral;2    ;450    ;;;;;;;;;;;;;Princes of the Apocalypse 189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Felid Dragon;Huge;Dragon;Neutral;2    ;450    ;;;;;;;;;;;;;Tome of Beasts 2 143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Felidar;Large;Celestial;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Felidar;Large;Celestial;Lawful Good;2    ;450    ;;;;;;;;;;;;x;Planeshift: Zendikar 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fellforged;Medium;Construct;Lawful Neutral;2    ;450    ;;;;;;;;;;;x;;Tome of Beasts 182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Female Steeder;Large;Monstrosity;Unaligned;2    ;450    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fen Witch;Medium;Monstrosity;Chaotic Evil;2    ;450    ;;;;;;;;;;;;;Fifth Edition Foes 99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fennec Fox;Tiny;Beast;Unaligned;2    ;450    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 2 390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feral Undead Cat;Small;Undead;Chaotic Evil;2    ;450    ;;;;;;;;;;;x;;Fifth Edition Foes 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fern Lizard;Small;Beast;Unaligned;2    ;450    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fetch;Medium;Undead;Lawful Neutral;2    ;450    ;x;;;;;;;;;;;;Fifth Edition Foes 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fext;Medium;Undead;Any;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Drake;Small;Dragon;Chaotic Neutral;2    ;450    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Lord of the Hunt;Medium;Fey;Lawful Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Lord, Bear King;Medium;Fey;Lawful Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Lord, Moonlit King;Medium;Fey;Neutral Good;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Lord, River King;Medium;Fey;Chaotic Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Queen of Night and Magic;Medium;Fey;Neutral Evil;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fey Queen of Witches;Large;Fey;Neutral;2    ;450    ;;;;;;;;;;;;x;Tome of Beasts 194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
